дата,всего,30days_1000,infection rate,IR7,ОРВИ,пневмония,тяжелая форма,без симптомов,госпитализировано,привитых,привитых пневмония,привитых умерло,кол-во тестов,кол-во тестов кумул,кол-во обследованных,кол-во протестированных,выявлено,выздоровели,умерли,умерли разница,мед.наблюдение,total,totalcum,positive,positivecum,negative,negativecum,>пенсионеры,>мед.работники,>пром.предприятия,>образов.учреждения,>транс.предприятия,>торговля и питание,>пищ.промышленность,>ЖКХ,>банки/юристы/недвижимость,>гос.служащие,>правоохранит.,>быт.услуги и досуг,>гостиницы и санатории,гостиницы,санатории,>учреж.культуры,>телеком,>сел.хоз.,>охрана,ЛОУ,>вахтовики,>ИП и иные работающие,>интернаты/диспансеры,>дошкольники,не ходят в детский сад,детсадовцы,>школьники,>студенты,>не работают/самозанятые,студенты до 18,студенты от 18,выписали,умерли от ковид,30days_1000die,умерли в палатах для ковид/пневмония с 1 апреля,доступно под ковид,занято под ковид,доступно ИВЛ,занято ИВЛ,кисл.поддержка,доступно под ковид и пневмонию,занято под ковид и пневмонию,до года,от 01 до 07,от 07 до 14,от 15 до 17,от 18 до 29,от 30 до 49,от 50 до 64,от 65,мужчины,женщины,воспитанники/учащиеся,работающие,служащие,неработающие и самозанятые,пенсионеры,завозные,контактные,не установлены,эпивак поступило,эпивак кумулятивно,ковивак,ковивак кумул,спутник лайт,спутник лайт кумул,поступило доз вакцин,поступило кумулятивно,всего поступило,компонент 1,компонент 2,ревакцинация,Калининград,Гурьевский городской округ,Багратионовский городской округ,Правдинский городской округ,Гусевский городской округ,Балтийский городской округ,Черняховский городской округ,Зеленоградский городской округ,Светловский городской округ,Гвардейский городской округ,Славский городской округ,Ладушкинский городской округ,Нестеровский городской округ,Светлогорский городской округ,Пионерский городской округ,Неманский городской округ,Полесский городской округ,Краснознаменский городской округ,Озёрский городской округ,Янтарный городской округ,Мамоновский городской округ,Советский городской округ,другие регионы,кумул. случаи,кумул.умерли,кумул.выписаны,кумул.активные,кол-во тестов / 10,все кроме Калининграда,отношение
2021-06-03,50,1.65,1.09,0.92,45,4,0,1,0,182,0,0,2188,718105,0,0,0,0,0,0,0,57,17425,37,6934,20,10639,7,0,8,5,0,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,3,0,0,2,1,10,0,0,51,2,0.04,0,0,0,0,0,0,0,0,1,2,1,2,9,18,13,4,23,27,4,27,1,11,7,1,28,21,0,810,0,0,0,0,8241,138100,138952,121307,95270,0,32,7,0,0,2,1,0,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,33697,527,32629,541,218.8,17,1.33
2021-06-04,59,1.64,1.06,1.02,49,7,0,3,0,182,0,0,2369,720474,0,0,0,0,0,0,0,65,17490,50,6984,15,10654,8,4,5,1,3,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,10,0,0,0,0,4,1,15,0,0,53,1,0.04,1788,0,0,0,0,0,0,0,0,0,2,2,9,19,17,10,21,38,4,34,2,12,7,0,30,29,0,810,0,0,0,0,0,138100,138952,0,0,0,32,6,2,0,0,2,0,4,4,2,0,1,1,1,3,0,0,0,0,0,0,0,1,33756,528,32682,546,236.9,26,1.34
2021-06-05,65,1.66,1.08,1.08,53,7,0,5,0,182,0,0,2111,722585,0,0,0,0,0,0,0,95,17585,78,7062,17,10671,9,0,0,0,1,6,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,19,0,3,0,0,2,4,18,0,0,62,3,0.04,0,0,0,0,0,0,0,0,0,3,1,3,18,22,12,6,33,32,2,27,5,22,9,0,34,31,0,810,0,0,0,0,0,138100,138952,0,0,0,37,10,3,1,2,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,3,0,33821,531,32744,546,211.1,29,1.35
2021-06-06,66,1.68,1.15,1.14,57,3,0,6,0,182,0,0,2348,724933,0,0,0,0,0,0,0,56,17641,37,7099,19,10690,13,4,3,4,2,4,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,9,0,4,0,0,3,1,13,0,0,63,1,0.04,0,0,0,0,0,0,0,0,0,1,6,2,5,19,23,10,20,46,8,30,0,15,13,1,36,29,0,810,0,0,0,0,0,138100,138952,0,0,0,42,4,7,1,1,0,1,2,0,1,0,0,0,2,2,0,0,0,0,0,3,0,0,33887,532,32807,548,234.8,24,1.35
2021-06-07,68,1.7,1.26,1.21,53,5,0,0,0,182,0,0,2114,727047,0,0,0,0,0,0,0,44,17685,19,7118,15,10705,12,3,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,4,5,24,0,0,61,2,0.04,0,0,0,0,0,0,0,0,0,3,4,0,8,27,17,9,31,37,5,27,0,24,12,0,33,35,0,810,0,0,0,0,0,138100,138952,0,0,0,45,6,5,8,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33955,534,32868,553,211.4,23,1.36
2021-06-08,65,1.72,1.25,1.26,51,3,0,11,0,182,0,0,1844,728891,0,0,0,0,0,0,0,56,17741,41,7159,15,10720,10,2,3,1,6,8,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,4,16,0,0,62,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,16,30,11,8,20,45,0,37,2,16,10,0,31,34,0,810,0,0,0,0,7077,145177,146029,125287,100040,0,44,7,0,0,0,0,0,3,3,2,0,0,0,3,1,0,1,0,1,0,0,0,0,34020,534,32930,556,184.4,21,1.36
2021-06-09,68,1.73,1.18,1.29,50,6,0,12,0,182,0,0,1944,730835,0,0,0,0,0,0,0,54,17795,40,7199,14,10734,6,3,4,0,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,0,5,13,0,0,65,1,0.04,0,0,0,0,0,0,0,0,1,4,0,0,12,29,16,6,27,41,4,37,5,16,6,0,35,33,0,810,0,0,0,0,0,145177,146029,0,0,0,50,3,4,2,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,1,0,34088,535,32995,558,194.4,19,1.37
2021-06-10,70,1.73,1.13,1.31,51,8,0,11,0,182,0,0,2018,732853,0,0,0,0,0,0,0,75,17870,44,7243,31,10765,3,0,4,4,1,5,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,14,0,3,0,0,3,2,10,0,0,67,3,0.04,0,0,0,0,0,0,0,0,0,3,2,1,12,23,19,10,30,40,5,32,3,14,16,1,42,27,0,810,0,0,0,0,0,145177,146029,0,0,0,46,3,1,0,1,0,1,2,6,5,0,0,1,0,0,0,0,0,0,0,1,3,0,34158,538,33062,558,201.8,24,1.37
2021-06-11,69,1.74,1.05,1.27,42,2,0,18,0,182,0,0,2133,734986,0,0,0,0,0,0,0,65,17935,35,7278,30,10795,13,2,2,2,1,12,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,3,3,16,0,0,64,2,0.04,0,0,0,0,0,0,0,0,0,3,3,3,7,27,18,8,26,43,7,35,1,13,13,5,38,26,0,810,0,0,0,0,0,145177,146029,0,0,0,45,3,1,2,0,0,0,8,2,0,0,0,0,2,3,0,2,0,0,0,0,1,0,34227,540,33126,561,213.3,24,1.38
2021-06-12,72,1.75,1.06,1.25,54,8,0,10,0,182,0,0,2251,737237,0,0,0,0,0,0,0,80,18015,48,7326,32,10827,16,0,1,3,7,3,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,13,0,2,0,0,0,1,20,0,0,68,0,0.04,0,0,0,0,0,0,0,0,0,2,0,0,10,31,15,14,27,45,1,24,8,23,16,2,46,24,0,810,0,0,0,0,0,145177,146029,0,0,0,32,11,2,0,0,1,1,4,4,0,3,0,0,2,1,0,1,1,0,1,0,6,2,34299,540,33194,565,225.1,38,1.38
2021-06-13,89,1.78,1.12,1.27,55,6,0,25,0,182,0,0,1448,738685,0,0,0,0,0,0,0,70,18085,44,7370,26,10853,12,4,24,5,2,9,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,17,0,2,0,0,1,3,7,0,0,86,0,0.04,0,0,0,0,0,0,0,0,0,1,2,1,17,41,20,7,41,48,3,59,2,13,12,2,60,27,0,810,0,0,0,0,0,145177,146029,0,0,0,69,0,0,2,0,4,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34388,540,33280,568,144.8,20,1.39
2021-06-14,75,1.81,1.13,1.24,53,8,0,14,0,182,0,0,0,738685,0,0,0,0,0,0,0,70,18155,45,7415,25,10878,24,2,2,2,3,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0,1,0,0,0,3,15,0,0,72,0,0.04,0,0,0,0,0,0,0,0,0,1,0,0,12,29,19,14,30,45,0,29,2,20,24,3,39,33,0,810,0,0,0,0,0,145177,146029,0,0,0,61,4,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,34463,540,33352,571,0.0,11,1.39
2021-06-15,78,1.82,1.15,1.22,53,11,0,14,0,182,0,0,1931,740616,0,0,0,0,0,0,0,68,18223,45,7460,23,10901,27,0,3,1,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,2,1,16,0,0,75,0,0.04,0,0,0,0,0,0,0,0,0,0,2,0,7,31,22,16,32,46,2,19,2,28,27,2,38,38,0,810,0,0,0,0,0,145177,146029,0,0,0,56,6,0,1,1,0,1,4,1,2,2,0,1,1,0,0,0,1,0,0,0,1,0,34541,540,33427,574,193.1,22,1.4
2021-06-16,77,1.83,1.14,1.2,62,6,0,9,0,182,0,0,1024,741640,0,0,0,0,0,0,0,100,18323,68,7528,32,10933,20,1,5,1,0,6,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,12,0,1,0,0,3,3,19,0,0,75,0,0.03,0,541,415,0,0,0,0,0,0,1,1,3,11,31,14,16,31,46,2,30,2,22,20,0,41,36,0,810,0,0,0,0,6000,151177,152029,131097,107223,0,52,7,4,1,0,0,0,2,5,2,0,0,0,1,0,0,0,0,0,0,1,1,1,34618,540,33502,576,102.4,24,1.4
2021-06-17,80,1.84,1.03,1.17,56,15,0,9,0,182,0,0,1695,743335,0,0,0,0,0,0,0,66,18389,32,7560,34,10967,19,3,7,1,2,8,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,14,0,1,0,0,4,1,15,0,0,73,0,0.03,0,0,0,0,0,0,0,0,0,1,4,0,10,20,23,14,31,49,3,43,0,15,19,1,48,31,0,810,0,0,0,0,0,151177,152029,0,0,0,62,5,1,1,0,0,0,3,4,0,0,0,0,0,2,1,0,0,0,0,0,1,0,34698,540,33575,583,169.5,18,1.41
2021-06-18,85,1.86,1.05,1.18,65,13,0,7,0,182,0,0,2940,746275,0,0,0,0,0,0,0,81,18470,47,7607,34,11001,15,2,7,6,4,5,0,0,5,0,0,0,0,0,0,3,2,0,0,0,0,12,0,1,0,0,2,6,15,0,0,77,0,0.03,0,0,0,0,0,0,0,0,0,2,1,1,19,35,17,10,35,50,4,39,0,27,15,1,51,33,0,810,0,0,0,0,0,151177,152029,0,0,0,55,12,0,0,0,2,1,9,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,34783,540,33652,591,294.0,30,1.41
2021-06-19,90,1.89,1.06,1.2,69,11,0,10,0,182,0,0,0,746275,0,0,0,0,0,0,0,117,18587,65,7672,52,11053,24,2,7,1,2,4,3,0,3,0,0,0,0,0,0,1,3,1,0,0,0,3,0,2,0,0,1,3,30,0,0,76,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,151177,152029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34873,540,33728,605,0.0,0,1.42
2021-06-20,101,1.91,1.12,1.17,77,20,0,4,0,182,0,0,5455,751730,0,0,0,0,0,0,0,158,18745,91,7763,67,11120,33,0,3,0,2,7,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,14,0,3,0,0,0,0,33,0,0,91,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,151177,152029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34974,540,33819,615,545.5,0,1.42
2021-06-21,105,1.96,1.23,1.21,92,6,0,7,0,182,0,0,2365,754095,0,0,0,0,0,0,0,31,18776,13,7776,18,11138,33,3,4,5,3,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,13,0,4,0,0,5,1,26,0,0,87,0,0.03,0,0,0,0,0,0,0,0,0,3,4,3,17,27,24,27,37,68,9,24,3,26,33,1,56,48,0,810,0,0,0,0,0,151177,152029,0,0,0,76,6,3,0,3,1,2,1,5,1,0,0,1,0,0,2,0,0,0,0,0,4,0,35079,540,33906,633,236.5,29,1.43
2021-06-22,115,2.0,1.28,1.25,98,10,0,7,0,182,0,0,828,754923,0,0,0,0,0,0,0,97,18873,54,7830,43,11181,10,3,9,3,9,6,3,2,3,0,0,2,0,0,0,2,0,1,0,0,0,30,0,6,0,0,8,5,13,0,0,90,0,0.02,0,0,0,0,0,0,0,0,1,6,7,4,24,52,12,9,54,61,16,66,9,14,10,0,76,39,0,810,0,0,0,0,0,151177,152029,0,0,0,48,14,1,4,2,0,0,9,7,4,0,0,0,5,6,3,3,0,0,1,2,1,5,35194,540,33996,658,82.8,62,1.43
2021-06-23,118,2.05,1.32,1.31,96,10,0,12,0,182,0,0,1394,756317,0,0,0,0,0,0,0,56,18929,21,7851,35,11216,25,5,4,2,3,12,2,1,2,0,0,3,0,0,0,4,0,0,0,0,0,14,0,3,0,0,1,5,32,0,0,110,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,151177,152029,138230,115503,0,68,10,4,2,5,2,2,8,4,1,0,2,1,0,2,0,2,0,0,0,3,0,2,35312,540,34106,666,139.4,48,1.44
2021-06-24,117,2.11,1.28,1.35,95,10,0,12,0,182,0,0,2331,758648,0,0,0,0,0,0,0,65,18994,43,7894,42,11258,37,0,9,0,2,13,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,21,0,3,0,0,3,2,17,0,0,112,5,0.02,0,0,0,0,0,0,0,0,1,2,1,3,11,45,25,29,45,72,4,50,5,21,38,1,63,54,0,810,0,0,0,0,0,151177,152029,0,0,0,88,3,0,2,0,0,8,5,0,2,0,0,1,0,3,0,1,1,0,1,0,0,2,35429,545,34218,666,233.1,27,1.44
2021-06-25,120,2.17,1.23,1.38,89,11,0,20,0,182,0,0,2537,761185,0,0,0,0,0,0,0,169,19163,98,7992,71,11329,35,0,9,5,7,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,3,31,0,0,113,3,0.02,0,0,0,0,0,0,0,0,0,1,0,0,17,45,30,27,50,70,0,47,1,37,45,3,63,54,0,810,0,0,0,0,0,151177,152029,144040,118954,0,75,21,1,0,8,0,1,0,3,0,0,0,0,4,1,0,1,0,0,0,1,0,4,35549,548,34331,670,253.7,41,1.45
2021-06-26,132,2.24,1.18,1.41,103,20,0,9,0,182,0,0,2558,763743,0,0,0,0,0,0,0,75,19238,32,8024,43,11372,23,2,11,4,2,10,5,0,1,0,0,0,3,0,0,1,1,2,2,0,0,20,0,10,0,0,6,1,26,0,0,118,3,0.03,0,0,0,0,0,0,0,0,1,8,5,0,17,52,28,21,55,77,10,65,2,32,23,2,71,59,0,810,0,0,0,0,12000,163177,164029,0,0,0,85,1,0,0,1,2,3,9,17,3,1,0,0,7,1,0,0,0,0,0,0,2,0,35681,551,34449,681,255.8,47,1.45
2021-06-27,150,2.34,1.18,1.46,109,17,0,24,0,182,0,0,2759,766502,0,0,0,0,0,0,0,76,19314,21,8045,55,11427,29,4,10,9,12,11,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,24,0,9,0,0,3,3,32,0,0,144,1,0.03,0,0,0,0,0,0,0,0,1,8,3,1,25,59,37,16,64,86,6,65,4,46,29,0,85,65,0,810,0,0,0,0,0,163177,164029,0,0,0,104,9,2,2,2,4,4,3,3,1,1,1,2,0,0,2,1,2,1,0,0,4,4,35831,552,34593,686,275.9,44,1.46
2021-06-28,162,2.45,1.24,1.48,110,24,0,28,0,182,0,0,2095,768597,0,0,0,0,0,0,0,105,19419,75,8120,20,11447,34,5,7,3,8,16,1,0,3,0,0,4,1,0,0,3,0,0,0,0,1,30,0,2,0,0,5,1,37,0,0,148,3,0.03,0,0,0,0,0,0,0,0,1,0,3,3,19,69,44,23,54,108,7,78,5,38,34,0,67,75,0,810,0,0,0,0,0,163177,164029,0,0,0,97,12,2,0,4,5,5,9,5,4,2,0,0,5,0,0,0,2,0,1,0,9,0,35993,555,34741,697,209.5,65,1.46
2021-06-29,171,2.55,1.31,1.49,139,9,0,22,0,182,0,0,915,769512,0,0,0,0,0,0,0,100,19519,63,8183,37,11484,46,1,11,2,9,15,0,1,6,0,0,2,0,0,0,3,0,0,0,0,0,26,0,7,0,0,3,0,39,0,0,162,2,0.03,0,0,0,0,0,0,0,0,4,3,0,2,26,61,43,32,79,92,1,78,2,44,46,0,96,75,0,810,0,0,0,0,0,163177,164029,0,0,0,114,7,3,1,5,3,8,5,4,6,6,0,0,5,0,0,0,1,0,0,0,1,2,36164,557,34903,704,91.5,55,1.47
2021-06-30,182,2.67,1.37,1.49,145,12,0,25,0,182,0,0,2267,771779,0,0,0,0,0,0,0,102,19621,28,8211,74,11558,38,6,19,4,3,18,9,0,1,0,0,0,0,0,0,2,2,1,1,0,0,25,0,3,0,0,17,5,28,0,0,166,3,0.03,1892,966,790,76,0,0,0,0,0,2,13,7,29,68,33,30,77,105,18,90,3,33,38,2,97,83,0,810,0,0,0,0,16800,179977,180829,156617,122594,0,98,27,7,2,3,4,13,2,9,1,0,0,1,3,0,1,4,1,0,0,4,0,1,36346,560,35069,717,226.7,82,1.47
2021-07-01,180,2.8,1.34,1.5,128,26,0,26,0,182,0,0,2693,774472,0,0,0,0,0,0,0,260,19881,174,8385,80,11638,36,3,9,9,8,14,6,0,3,0,0,1,5,0,0,3,0,0,1,0,0,22,0,9,0,0,10,6,35,0,0,141,0,0.04,0,0,0,0,0,0,0,0,2,7,4,6,26,66,43,26,77,103,10,73,6,55,36,1,103,76,0,810,0,0,0,0,0,179977,180829,0,0,0,111,25,6,1,2,3,5,2,10,5,1,0,0,2,2,1,0,1,0,0,0,2,1,36526,560,35210,756,269.3,68,1.48
2021-07-02,183,2.93,1.27,1.51,141,17,0,25,0,190,19,0,3155,777627,0,0,0,0,0,0,0,107,19988,72,8457,35,11673,63,0,7,0,5,17,4,1,3,0,0,0,0,0,0,1,0,0,4,0,0,25,0,5,0,0,2,4,42,0,0,97,0,0.04,0,0,0,0,0,0,0,0,2,3,1,0,23,59,55,40,83,100,2,64,4,50,63,1,102,80,0,810,0,0,0,0,0,179977,180829,160012,123651,0,81,25,3,0,5,2,13,11,10,2,1,2,0,6,2,1,5,2,1,1,0,5,3,36709,560,35307,842,315.5,97,1.48
2021-07-03,187,3.06,1.19,1.5,142,16,0,29,0,190,0,0,3436,781063,0,0,0,0,0,0,0,93,20081,28,8485,65,11738,34,4,11,6,8,19,6,1,5,0,0,3,0,0,0,0,1,1,1,0,0,29,0,5,0,0,4,2,47,0,0,172,0,0.04,0,0,0,0,0,0,0,0,1,3,4,1,31,80,48,19,78,109,6,102,1,44,34,2,99,89,0,810,0,0,0,0,0,179977,180829,0,0,0,123,16,3,4,4,3,5,11,5,2,0,0,1,2,4,0,0,0,1,0,0,1,2,36896,560,35479,857,343.6,62,1.49
2021-07-04,190,3.2,1.11,1.46,149,14,0,27,0,190,0,0,2473,783536,0,0,0,0,0,0,0,17,20098,5,8490,12,11750,42,2,10,5,6,18,3,2,4,0,0,2,0,0,0,2,0,3,3,0,0,38,0,6,0,0,0,0,38,0,0,160,2,0.03,0,0,0,0,0,0,0,0,1,2,3,2,29,83,37,33,80,110,4,99,2,43,42,3,101,86,0,810,0,0,0,0,0,179977,180829,0,0,0,141,10,1,1,0,4,1,2,1,2,0,0,6,0,0,0,5,0,0,0,0,13,3,37086,562,35639,885,247.3,46,1.5
2021-07-05,201,3.33,1.09,1.42,162,17,0,22,0,190,0,0,3199,786735,0,0,0,0,0,0,0,7,20105,2,8492,5,11755,42,7,7,10,2,15,5,2,2,0,0,1,2,0,0,0,0,1,0,0,0,30,0,11,0,0,9,3,51,0,0,164,4,0.03,0,0,0,0,0,0,0,0,2,9,9,0,19,76,47,39,76,125,15,85,1,58,42,1,125,75,0,810,0,0,0,0,0,179977,180829,175103,129934,0,101,26,2,2,5,2,9,11,11,6,3,0,0,7,4,0,1,2,0,1,0,8,0,37287,566,35803,918,319.9,100,1.5
2021-07-06,207,3.47,1.1,1.37,173,13,0,21,0,190,0,0,1061,787796,0,0,0,0,0,0,0,15,20120,2,8494,13,11768,54,5,5,2,2,16,0,1,0,0,0,2,0,0,0,3,0,0,1,0,0,27,0,13,0,0,11,7,58,0,0,169,2,0.04,0,0,0,0,0,0,0,0,5,8,10,5,22,69,49,39,78,129,17,65,4,67,54,1,128,78,0,810,0,0,0,0,4950,184927,185779,0,0,0,163,21,1,0,1,0,1,6,4,3,0,0,0,3,0,0,0,2,1,0,0,0,1,37494,568,35972,954,106.1,43,1.5
2021-07-07,209,3.61,1.1,1.31,176,13,0,20,0,190,0,0,1640,789436,0,0,0,0,0,0,0,9,20129,4,8498,5,11773,43,2,16,3,11,29,0,1,6,0,0,1,1,0,0,1,0,1,1,0,0,34,0,3,0,0,5,6,45,0,0,173,3,0.04,0,0,0,0,0,0,0,0,2,1,4,6,29,94,44,29,72,137,7,101,6,52,43,0,110,99,0,810,0,0,0,0,9000,193927,194779,182334,130940,0,108,19,9,2,1,6,4,6,11,7,2,2,2,11,5,4,2,0,2,2,1,1,2,37703,571,36145,987,164.0,99,1.51
2021-07-08,210,3.75,1.12,1.26,161,23,0,26,0,190,0,0,3194,792630,0,0,0,0,0,0,0,7,20136,0,8498,7,11780,44,7,10,6,12,19,2,0,4,0,0,2,0,0,0,0,0,1,0,0,0,27,0,10,0,0,13,6,47,0,0,166,3,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,16500,210427,211279,0,0,0,144,9,4,3,0,2,5,2,4,10,4,0,1,2,0,1,6,2,2,0,5,0,4,37913,574,36311,1028,319.4,62,1.52
2021-07-09,208,3.89,1.1,1.22,175,12,0,21,0,190,0,0,3474,796104,0,0,0,0,0,0,0,4,20140,0,8498,4,11784,38,2,11,4,14,29,5,3,5,0,0,2,2,0,0,3,0,1,0,0,0,24,0,10,0,0,10,4,41,0,0,164,0,0.04,0,0,0,0,0,0,0,0,1,10,6,4,36,76,53,22,85,123,14,111,0,45,38,1,118,89,0,810,0,0,0,0,300,210727,211579,187092,131683,0,103,27,2,1,11,1,10,13,5,1,2,0,1,8,3,2,3,0,0,0,1,11,2,38121,574,36475,1072,347.4,102,1.52
2021-07-10,215,4.03,1.07,1.19,173,16,0,26,0,190,0,0,2589,798693,0,0,0,0,0,0,0,9,20149,0,8498,9,11793,34,18,10,2,6,20,1,1,3,0,0,3,1,0,0,4,0,2,2,0,0,29,0,4,0,0,6,9,60,0,0,167,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,210727,211579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38336,574,36642,1120,258.9,0,1.53
2021-07-11,220,4.18,1.06,1.17,182,14,0,24,0,190,0,0,3057,801750,0,0,0,0,0,0,0,6,20155,3,8501,3,11796,37,9,13,8,8,20,10,1,5,0,0,0,0,0,0,2,0,2,1,0,0,42,0,5,0,0,10,8,40,0,0,160,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,210727,211579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38556,574,36802,1180,305.7,0,1.53
2021-07-12,225,4.33,1.05,1.15,195,5,0,21,0,190,0,0,3174,804924,0,0,0,0,0,0,0,4,20159,0,8501,4,11800,65,0,4,10,8,10,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,17,0,7,0,0,14,3,79,0,0,166,0,0.03,0,1208,998,0,0,0,0,0,1,8,11,5,32,74,52,42,93,132,17,47,3,93,65,0,132,93,0,810,0,0,0,0,3900,214627,215479,0,0,0,141,15,12,1,0,0,5,12,8,3,1,0,1,2,3,4,8,1,0,0,0,4,3,38781,574,36968,1239,317.4,80,1.54
2021-07-13,237,4.48,1.08,1.15,201,10,0,26,0,190,0,0,854,805778,0,0,0,0,0,0,0,4,20163,1,8502,3,11803,20,16,13,5,14,18,9,3,6,0,0,4,0,0,0,3,0,2,2,0,0,40,0,3,0,0,16,5,58,0,0,169,0,0.03,0,0,0,0,0,0,0,0,2,1,11,8,46,88,54,27,87,150,19,145,7,46,20,4,137,96,0,810,0,0,0,0,0,214627,215479,195996,135699,0,113,12,7,3,7,4,16,3,8,7,2,0,3,1,2,0,0,5,2,2,2,18,0,39018,574,37137,1307,85.4,104,1.54
2021-07-14,226,4.63,1.08,1.14,197,9,0,20,0,190,0,0,1161,806939,0,0,0,0,0,0,0,3,20166,0,8502,3,11806,56,5,9,2,10,8,6,4,3,0,0,1,1,0,0,1,1,3,1,0,0,27,0,11,0,0,13,6,58,0,0,162,0,0.03,0,0,0,0,0,0,0,0,1,10,10,8,35,69,57,36,100,126,21,73,2,74,56,0,129,97,0,810,0,0,0,0,0,214627,215479,0,0,0,129,25,6,5,8,0,7,1,8,8,2,1,3,2,1,0,1,0,2,1,0,12,2,39244,574,37299,1371,116.1,93,1.55
2021-07-15,230,4.78,1.08,1.13,192,16,0,22,0,190,0,0,2134,809073,0,0,0,0,0,0,0,6,20172,0,8502,6,11812,30,3,14,5,13,23,3,1,6,0,0,4,1,0,0,1,1,4,2,0,1,54,0,2,0,0,1,7,54,0,0,165,0,0.03,0,0,0,0,0,0,0,0,1,1,0,5,36,89,71,27,94,136,4,162,4,30,30,0,129,101,0,810,0,0,0,0,12000,226627,227479,0,0,0,126,26,3,0,2,3,10,15,10,9,6,0,2,8,4,0,0,2,0,0,1,3,0,39474,574,37464,1436,213.4,104,1.55
2021-07-16,227,4.93,1.06,1.12,190,10,0,27,0,190,0,0,3886,812959,0,0,0,0,0,0,0,1,20173,1,8503,0,11812,46,0,10,5,8,24,5,0,1,0,0,2,0,0,0,1,0,2,0,0,1,44,0,6,0,0,3,1,68,0,0,167,0,0.03,0,0,0,0,0,0,0,0,3,5,2,1,37,89,58,32,89,138,4,125,2,50,46,0,141,86,0,810,0,0,0,0,0,226627,227479,205770,141508,0,160,16,0,1,0,0,5,9,5,0,5,1,0,11,1,2,4,0,3,0,1,1,2,39701,574,37631,1496,388.6,65,1.56
2021-07-17,230,5.08,1.02,1.11,188,17,0,37,0,190,0,0,3141,816100,0,0,0,0,0,0,0,11,20184,5,8508,6,11818,54,3,11,4,11,24,6,0,2,2,0,2,1,0,0,1,1,1,0,0,0,34,0,5,0,0,4,4,61,0,0,167,3,0.03,0,0,0,0,0,0,0,0,0,5,2,4,44,83,59,44,82,148,9,93,4,70,54,0,136,94,0,810,0,0,0,0,0,226627,227479,0,0,0,155,2,5,2,1,5,1,0,16,1,5,0,6,3,0,1,4,1,0,0,0,11,1,39931,577,37798,1556,314.1,64,1.56
